1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
798,3,No,Unf,RFn,2004,1640,Gd,8366,65,5,6,798,2004,173000,1,0,1,1,0,0
1302,3,Gd,LwQ,RFn,1964,1302,Gd,9350,85,7,6,1302,1964,158000,0,1,0,1,1,1
1314,3,No,Rec,RFn,1957,1314,TA,8400,70,6,5,1314,1957,145000,0,0,0,1,1,0
1005,4,No,Unf,Fin,1999,2291,Gd,8738,66,5,7,975,1999,230000,1,1,0,1,0,0
864,3,No,Rec,RFn,2003,1728,Gd,8791,64,5,6,864,2003,207500,1,0,1,1,1,0
1604,3,No,GLQ,RFn,2006,1604,Gd,8814,68,5,7,1604,2006,220000,0,1,1,1,1,0
963,3,No,GLQ,RFn,2001,1792,Gd,12435,80,5,7,963,2001,231500,1,1,1,1,1,0
882,2,None,None,Unf,1956,882,TA,12702,70,5,5,0,1956,97000,0,0,1,1,1,0
1382,3,Gd,Rec,Unf,1991,1382,TA,19296,120,5,6,1362,1962,176000,0,1,0,1,1,0
1482,3,No,Unf,Fin,2007,2574,Ex,9588,69,5,8,1482,2007,276000,1,1,1,1,0,0
1212,3,Av,ALQ,Unf,1978,1212,TA,8471,88,7,6,506,1977,151000,0,1,1,1,1,1
926,3,No,LwQ,Unf,1974,1316,TA,5500,50,7,5,926,1929,130000,0,0,0,1,1,1
764,2,No,Unf,Unf,1965,764,TA,5232,30,5,5,680,1925,73000,0,0,0,1,0,1
1422,3,No,GLQ,Fin,1981,1422,Gd,12090,78,6,6,1422,1981,175500,0,1,0,1,1,0
802,3,Av,GLQ,Fin,1997,1511,TA,11207,70,5,6,802,1997,185000,1,0,1,1,1,0
1052,4,No,Unf,Unf,1939,2192,Gd,8400,60,8,5,720,1939,179500,1,0,1,1,1,1
778,2,No,ALQ,Unf,1966,778,TA,6900,71,6,5,740,1940,120500,0,0,1,1,1,1
1113,3,No,BLQ,RFn,1987,1113,TA,7917,91,7,6,1143,1976,148000,0,1,1,1,1,0
1095,3,Mn,Unf,RFn,2006,1939,Gd,10728,84,5,8,1095,2006,266000,1,0,1,1,0,0
1363,2,Gd,LwQ,Unf,1954,1363,TA,39104,73,7,7,1385,1954,241500,0,0,0,1,1,1
1164,4,No,GLQ,Fin,1999,2270,Gd,11764,92,7,8,1152,1999,290000,1,1,1,1,1,1
1632,3,No,Rec,RFn,1958,1632,TA,9600,80,6,6,1240,1958,139000,0,1,0,1,1,1
816,3,Gd,ALQ,Unf,1982,816,TA,8314,76,7,5,816,1982,124500,0,0,0,1,1,0
952,3,No,Unf,Unf,1978,1548,Ex,7264,55,7,7,952,1925,205000,1,0,0,1,0,1
1560,3,No,Unf,Fin,2003,1560,Gd,9196,129,5,7,1560,2003,201000,0,0,1,1,0,0
864,2,No,LwQ,Unf,1951,864,TA,19138,140,5,4,864,1951,141000,0,0,0,1,1,0
2121,3,Gd,Unf,Fin,2007,2121,Ex,14450,107,5,9,2121,2006,415298,0,1,1,1,0,1
1156,4,No,BLQ,Fin,1977,2022,TA,10005,83,5,7,1160,1977,192000,1,1,1,1,1,0
1175,3,Av,GLQ,Unf,1989,1982,Gd,11287,82,6,7,807,1989,228500,1,1,1,1,1,0
1262,3,No,GLQ,RFn,2006,1262,Gd,7200,60,5,6,1262,2006,185000,0,1,1,1,1,0
1314,2,No,GLQ,RFn,2008,1314,Gd,5063,34,5,7,1314,2007,207500,0,1,1,1,1,1
1468,3,No,Unf,Fin,2008,1468,Gd,9612,74,5,8,1468,2008,244600,0,1,1,1,0,1
1575,3,No,GLQ,RFn,1992,1575,Gd,8012,50,5,6,1575,1992,179200,0,0,0,1,1,0
625,2,No,Unf,RFn,2006,1250,Gd,4251,35,5,7,625,2006,164700,1,0,1,1,0,1
1085,3,No,Rec,Unf,1962,1734,Gd,9786,77,7,6,912,1962,159000,1,0,0,1,1,1
858,3,No,BLQ,None,1971,858,TA,8125,21,4,4,858,1971,88000,0,0,0,0,1,0
900,3,No,BLQ,Unf,1970,900,TA,9819,110,5,5,882,1967,122000,0,1,0,1,1,0
698,3,No,Unf,Unf,2003,1396,TA,8730,60,7,6,698,1915,153575,1,0,0,1,0,1
1079,3,Av,Unf,RFn,2006,1919,Gd,15611,120,5,8,1079,2006,233230,1,0,1,1,0,0
936,6,No,Unf,None,1912,1716,Fa,5687,55,6,5,780,1912,135900,1,0,1,0,1,1
1148,3,No,LwQ,Unf,1949,1716,TA,11409,60,4,5,768,1949,131000,1,0,0,1,1,1
1468,3,No,ALQ,Fin,1977,2263,Gd,16659,52,7,7,795,1977,235000,1,1,1,1,1,1
1644,3,No,GLQ,Fin,1953,1644,TA,9600,80,5,6,1416,1953,167000,0,1,0,1,1,0
1003,3,Av,GLQ,Unf,1984,1003,TA,7937,37,6,6,1003,1984,142500,0,0,0,1,1,0
910,4,No,BLQ,Unf,1950,1558,TA,13710,75,5,5,910,1950,152000,1,0,0,1,1,0
975,3,No,Unf,RFn,1997,1950,Gd,7399,66,5,7,975,1997,239000,1,1,1,1,1,1
1041,3,No,ALQ,Unf,1968,1743,TA,11700,90,6,6,702,1968,175000,1,1,0,1,1,0
1152,3,No,Unf,Unf,1950,1152,Gd,14000,80,8,6,1092,1950,158500,0,0,1,1,0,1
1336,2,Mn,BLQ,Unf,1953,1336,TA,15750,90,5,5,1165,1953,157000,0,1,0,1,1,0
1210,4,No,ALQ,Fin,1998,2452,Gd,16226,66,5,8,1028,1998,267000,1,0,1,1,1,1
1541,3,No,Unf,RFn,2001,1541,Gd,13704,118,5,7,1541,2001,205000,0,1,1,1,0,1
894,3,No,ALQ,Unf,1975,894,TA,9800,70,7,5,894,1972,149900,0,0,0,1,1,0
1675,3,No,Unf,Unf,2003,3493,Gd,18386,87,9,7,1470,1880,295000,1,0,0,1,0,1
2000,3,No,GLQ,RFn,2004,2000,Gd,10386,80,5,8,2000,2004,305900,0,1,0,1,1,1
1122,4,No,ALQ,RFn,1990,2243,Gd,13474,116,5,7,700,1990,225000,1,1,1,1,1,1
1035,3,No,Unf,None,1920,1406,Fa,7920,24,7,6,319,1920,89500,1,0,1,0,0,1
861,1,No,BLQ,RFn,1961,861,TA,12342,92,5,4,861,1940,82500,0,0,0,1,1,1
1944,3,Gd,GLQ,Fin,2003,1944,Ex,12378,90,5,9,1896,2003,360000,0,0,1,1,1,1
697,3,No,ALQ,Fin,1993,1501,Gd,7685,94,5,6,697,1993,165600,1,1,1,1,1,1
972,2,No,ALQ,Unf,1948,972,TA,8000,50,6,6,972,1948,132000,0,0,0,1,1,1
793,3,Mn,Rec,Unf,1939,1118,TA,7800,65,7,5,793,1939,119900,1,0,0,1,1,1
2036,3,Gd,ALQ,RFn,1965,2036,TA,215245,150,5,7,2136,1965,375000,0,0,0,1,1,0
832,3,No,LwQ,Unf,1925,1641,Ex,9600,60,7,7,728,1925,178000,1,0,0,1,1,1
716,6,No,Rec,Fin,2004,1432,Gd,7795,71,5,7,716,2004,188500,1,0,1,1,1,1
1153,4,No,GLQ,RFn,1983,2353,Ex,13005,94,7,7,845,1980,260000,0,1,1,1,1,0
1088,3,Av,Unf,RFn,2006,1959,Gd,9000,75,5,8,1088,2006,270000,1,0,1,1,0,0
1372,3,Gd,GLQ,RFn,1993,2646,Gd,9900,90,5,7,1347,1993,260000,1,1,1,1,1,0
1472,3,Av,GLQ,Unf,1980,1472,TA,14115,59,5,7,1372,1980,187500,0,1,1,1,1,0
1249,4,Av,Unf,RFn,2006,2596,Gd,16259,111,5,9,1249,2006,342643,1,1,1,1,0,0
1136,4,Av,GLQ,RFn,2004,2468,Gd,12099,99,5,8,1136,2004,354000,1,1,1,1,1,0
1553,4,Gd,LwQ,RFn,1987,2730,Gd,10380,86,5,7,1502,1986,301000,1,1,1,1,1,1
1163,3,No,ALQ,Unf,1955,1163,TA,5820,49,8,3,1162,1955,126175,0,0,1,1,1,1
1898,5,No,Unf,Fin,1961,2978,Gd,11275,96,7,7,710,1967,242000,1,1,0,1,0,1
803,2,Av,BLQ,Unf,1941,803,TA,5000,50,6,5,720,1941,87000,0,0,0,1,1,1
1719,1,Gd,GLQ,Fin,1993,1719,Gd,10846,32,5,8,1719,1993,324000,0,0,1,1,1,0
1383,3,No,Rec,RFn,1960,1383,TA,11600,80,5,6,1383,1960,145250,0,1,1,1,1,0
1445,5,No,Unf,Unf,1930,2134,Gd,11888,64,6,6,844,1916,214500,1,0,1,1,0,1
596,3,Mn,Unf,Unf,1920,1192,TA,6402,60,5,5,596,1920,78000,1,0,0,1,0,1
1728,6,No,GLQ,Unf,2002,1728,TA,10624,81,4,5,1728,1964,119000,0,1,0,1,1,0
1056,3,No,Rec,RFn,1958,1056,TA,8176,70,6,5,1056,1958,139000,0,0,0,1,1,1
1629,3,No,GLQ,RFn,2003,1629,Gd,10655,85,5,8,3206,2003,284000,0,1,0,1,1,1
1358,2,Av,GLQ,RFn,2004,1358,Gd,8198,59,5,7,1358,2004,207000,0,1,1,1,1,0
943,3,Gd,GLQ,Fin,1998,1638,TA,9042,59,5,6,943,1998,192000,0,0,1,1,1,0
1619,3,Gd,GLQ,Fin,1965,1786,TA,164660,57,6,5,1499,1965,228950,1,0,0,1,1,0
1922,3,Gd,GLQ,Fin,2005,1922,Gd,14157,86,5,9,1922,2005,377426,0,1,1,1,1,1
1536,3,Av,GLQ,RFn,2002,1536,Gd,9135,70,5,7,1536,2002,214000,0,1,1,1,1,1
1621,3,Mn,ALQ,Unf,1984,1621,Gd,14145,91,7,7,1208,1984,202500,0,0,1,1,1,1
1215,3,No,Rec,Unf,1958,1215,TA,12400,66,7,6,1215,1958,155000,0,1,0,1,1,1
993,4,No,Unf,Fin,2002,1908,Gd,14191,85,5,8,967,2002,202900,1,0,0,1,0,0
841,2,No,Unf,Unf,1950,841,TA,8400,60,4,4,721,1950,82000,0,0,0,1,0,0
1040,2,None,None,Unf,1949,1040,TA,8544,87,4,3,0,1949,87500,0,1,0,1,1,1
1684,2,No,GLQ,RFn,2005,1684,Ex,8849,63,5,9,1684,2005,266000,0,1,1,1,1,0
536,3,No,Rec,Unf,1976,1112,TA,2592,36,3,5,536,1976,85000,1,0,0,1,1,0
972,3,No,Unf,Unf,1939,1577,Fa,6435,65,5,6,972,1939,140200,1,0,0,1,0,1
958,2,Mn,BLQ,RFn,1960,958,TA,12772,50,8,6,958,1960,151500,0,0,0,1,1,1
1478,3,No,BLQ,Unf,1960,1478,TA,17600,50,5,6,1478,1960,157500,0,1,1,1,1,0
764,2,No,GLQ,RFn,2003,1626,Gd,2448,36,5,7,764,2003,154000,1,1,1,1,1,1
1848,4,No,GLQ,Fin,2006,2728,Ex,20431,56,5,9,1848,2005,437154,1,1,0,1,1,1
1869,2,No,Unf,RFn,2007,1869,Ex,7820,68,5,9,1869,2007,318061,0,1,1,1,0,0
1453,3,Gd,GLQ,RFn,1986,1453,Gd,5271,43,5,7,1453,1986,190000,0,0,1,1,1,0
616,3,Mn,LwQ,Unf,1941,1111,TA,9084,60,6,5,616,1941,95000,1,0,0,1,1,1
720,2,No,Unf,Unf,2005,720,TA,8520,60,8,6,624,1928,105900,0,0,0,1,0,1
1192,2,No,LwQ,Unf,1940,1595,TA,8400,60,5,6,940,1940,140000,1,0,0,1,1,1
1200,3,No,ALQ,RFn,1995,1200,Gd,11249,105,5,6,1200,1995,177500,0,0,1,1,1,0
1167,3,No,GLQ,RFn,1992,1167,Gd,9248,134,6,6,1158,1992,173000,0,1,1,1,1,0
1142,3,No,ALQ,Fin,1976,1142,TA,4224,44,5,5,1142,1976,134000,0,0,1,1,1,0
1352,3,Av,BLQ,Unf,1958,1352,Gd,6930,92,4,5,1062,1958,130000,0,1,0,1,1,0
1086,3,Av,GLQ,RFn,1998,1924,Gd,12011,78,5,8,1086,1998,280000,1,1,1,1,1,0
912,2,Av,GLQ,RFn,1978,912,TA,7540,52,6,6,888,1978,156000,0,0,0,1,1,0
988,3,No,Rec,RFn,1940,1505,TA,9144,60,5,5,883,1940,145000,1,0,0,1,1,1
495,4,None,Unf,RFn,2003,1922,Gd,7301,64,5,7,0,2003,198500,1,1,0,1,1,0
483,2,No,ALQ,Unf,1972,987,Gd,1680,21,8,6,483,1972,118000,1,1,0,1,1,1
790,3,Mn,GLQ,Fin,1976,1574,TA,18800,95,5,6,796,1976,190000,1,1,1,1,1,0
672,3,No,Rec,Unf,1964,1344,TA,10690,59,7,5,672,1920,147000,1,0,1,1,1,1
1394,3,No,BLQ,RFn,1963,1394,TA,9500,80,5,6,1394,1963,159000,0,1,1,1,1,0
1431,3,Gd,GLQ,RFn,1962,1431,TA,9150,101,5,6,1099,1962,165000,0,1,1,1,1,0
1268,2,No,LwQ,Fin,1954,1268,TA,7800,78,6,5,1268,1954,132000,0,1,1,1,1,0
1287,3,No,ALQ,Fin,1997,1287,Gd,9830,80,7,5,1063,1959,162000,0,0,1,1,1,1
953,3,No,Unf,RFn,2000,1664,TA,8121,90,5,6,953,2000,172400,1,0,1,1,0,0
1120,4,None,None,Fin,1991,1588,TA,17120,80,4,4,0,1959,134432,1,0,1,1,0,0
752,2,No,ALQ,Unf,1984,752,TA,7175,50,5,6,744,1984,125000,0,0,0,1,1,0
1319,3,No,BLQ,Unf,1953,1319,TA,10634,79,6,5,608,1953,123000,0,0,0,1,1,0
847,4,No,GLQ,Fin,2003,1928,Gd,8200,65,5,7,847,2003,219500,1,0,1,1,0,1
904,1,Gd,BLQ,None,1922,904,Fa,10020,44,1,1,683,1922,61000,0,0,0,0,1,1
914,2,Av,GLQ,Unf,1998,914,TA,8846,57,5,5,870,1996,148000,0,0,0,1,1,0
1580,4,No,Unf,RFn,2004,2466,Gd,11143,102,5,8,1580,2004,340000,1,0,1,1,0,1
1856,1,Av,GLQ,Fin,2010,1856,Ex,11394,88,2,9,1856,2010,394432,0,1,0,1,1,0
1007,3,No,Unf,Fin,2000,1800,TA,8123,60,5,6,982,2000,179000,1,1,1,1,0,0
1026,3,No,LwQ,Unf,1924,1691,Gd,5000,50,6,5,1026,1924,127000,1,0,0,1,1,1
1301,2,No,Unf,RFn,2006,1301,Gd,7200,60,5,7,1293,2006,187750,0,0,1,1,0,0
939,3,Av,Unf,RFn,2006,1797,Gd,9245,79,5,7,939,2006,213500,1,0,1,1,0,0
784,2,No,Unf,Unf,1950,784,TA,9000,60,3,6,784,1928,76000,0,0,0,1,0,1
1079,3,Av,GLQ,Fin,1992,1953,Gd,53107,85,5,6,1580,1992,240000,1,0,1,1,1,0
1269,2,No,GLQ,Fin,2004,1269,Gd,3182,43,5,8,1256,2004,192000,0,1,1,1,1,1
658,5,No,Unf,None,1910,1184,TA,8410,58,3,5,658,1910,81000,1,0,1,0,0,1
1125,3,Av,ALQ,Unf,1977,1125,TA,7200,72,6,6,1041,1976,125000,0,1,0,1,1,0
1479,3,No,Unf,RFn,1999,1479,Gd,9382,93,5,7,1468,1999,191000,0,1,1,1,0,1
1742,3,Av,GLQ,Fin,2008,2332,Ex,12474,96,5,10,1682,2007,426000,1,1,1,1,1,1
961,4,No,Rec,Unf,1978,1367,TA,8405,50,8,5,861,1900,119000,1,0,1,1,1,1
804,3,No,ALQ,Fin,2001,1961,Gd,12209,71,5,6,804,2001,215000,1,0,1,1,1,1
882,3,None,None,RFn,1959,882,TA,8339,130,7,5,0,1959,106500,0,0,0,1,1,0
788,2,No,Rec,None,1941,788,TA,7446,313,5,4,788,1941,100000,0,0,0,0,1,1
735,2,No,BLQ,Unf,1940,1034,TA,10134,60,6,5,735,1940,109000,1,0,1,1,0,1
1144,3,Av,BLQ,Unf,1956,1144,TA,9571,68,6,5,1144,1956,129000,0,0,0,1,1,0
894,2,Av,Rec,RFn,1985,894,TA,7200,60,5,5,894,1972,123000,0,0,0,1,1,0
876,4,No,ALQ,RFn,1962,1812,TA,7590,69,5,5,864,1962,169500,1,1,1,1,1,0
1077,2,No,Unf,Unf,1920,1077,TA,8967,60,2,5,961,1920,67000,0,0,0,1,0,1
1112,2,No,GLQ,Fin,2007,1550,Gd,8125,65,5,7,1092,2006,241000,1,1,1,1,1,1
1288,1,No,GLQ,Fin,1996,1288,Ex,14963,38,5,8,1260,1996,245500,0,0,1,1,1,0
1310,3,Av,GLQ,Fin,2005,1310,Gd,8767,65,5,7,1310,2005,164990,0,0,0,1,1,0
672,2,No,Unf,Unf,1940,672,TA,10200,60,8,5,672,1940,108000,0,0,0,1,0,1
1165,4,No,Unf,Fin,1998,2263,Gd,12090,93,5,8,1141,1998,258000,0,1,1,1,0,0
806,3,No,Unf,Fin,1995,1572,TA,10364,62,5,6,806,1995,168000,1,0,1,1,0,1
1620,3,No,BLQ,Unf,1993,1620,TA,9991,30,4,4,1281,1976,150000,0,0,1,1,1,1
1166,3,No,Unf,Unf,1936,1639,TA,10480,51,5,6,1064,1936,115000,0,0,0,1,0,1
840,3,No,Unf,Unf,1960,1680,TA,15576,63,7,6,840,1915,177000,1,0,0,1,0,1
1071,3,No,Unf,RFn,2006,2172,Gd,14154,109,5,7,1063,2006,280000,1,1,1,1,0,0
1050,3,No,GLQ,Fin,2008,2078,Ex,10800,85,5,8,1034,2007,339750,1,1,1,1,1,1
1276,3,No,Unf,Unf,1958,1276,TA,9571,68,3,5,1276,1958,60000,0,0,0,1,0,0
1056,3,Mn,Rec,Fin,1955,1056,TA,34650,100,5,5,1056,1955,145000,0,0,0,1,1,0
1478,2,Av,GLQ,Fin,2009,1478,Gd,4403,60,5,7,1470,2009,222000,0,1,1,1,1,0
1028,2,No,Unf,Unf,1927,1028,TA,8960,56,6,5,1008,1927,115000,0,0,0,1,0,1
1080,3,No,BLQ,RFn,1993,2097,Gd,11228,59,5,7,1080,1993,228000,1,0,1,1,1,0
1340,3,Av,GLQ,Fin,2007,1340,Gd,8899,73,5,7,1340,2007,181134,0,0,1,1,1,0
672,3,No,ALQ,Fin,1978,1400,TA,7844,74,7,6,672,1978,149500,1,1,0,1,1,0
1370,4,No,BLQ,Unf,1918,2624,TA,22420,86,6,6,1370,1918,239000,1,0,0,1,1,1
756,3,No,ALQ,Unf,1940,1134,TA,8160,60,6,5,756,1940,126000,1,0,0,1,1,1
1056,3,No,BLQ,Unf,1968,1056,TA,8450,65,6,5,1056,1968,142000,0,0,1,1,1,0
1344,2,Gd,GLQ,Fin,1997,1344,TA,7060,78,5,7,1344,1997,206300,0,1,0,1,1,1
1602,3,No,ALQ,Fin,1977,1602,Gd,16635,65,7,6,1602,1977,215000,0,1,0,1,1,1
988,2,No,BLQ,RFn,1954,988,TA,21750,100,5,5,988,1954,113000,0,0,0,1,0,0
1470,4,No,GLQ,RFn,1998,2630,Gd,9200,80,5,8,1470,1998,315000,0,1,1,1,1,0
1196,2,No,LwQ,RFn,1956,1196,TA,9000,72,5,6,1196,1956,139000,0,1,1,1,1,0
707,3,No,Unf,Unf,1947,1389,TA,3378,60,8,7,651,1946,135000,1,0,0,1,0,1
1644,2,Gd,GLQ,Fin,1989,1644,Gd,12800,80,5,7,1518,1989,275000,0,1,0,1,1,0
907,3,No,Rec,Unf,1964,907,TA,8593,77,6,4,907,1957,109008,0,0,0,1,1,0
1208,2,No,GLQ,RFn,2007,1208,Gd,6762,64,5,7,1208,2007,195400,0,1,1,1,1,0
1412,3,Mn,GLQ,Unf,1988,1412,Gd,11457,130,5,6,1392,1988,175000,0,0,0,1,1,0
483,2,No,ALQ,Unf,1971,987,TA,1680,21,5,6,483,1971,85400,1,1,0,1,1,0
1088,4,No,Unf,Unf,1920,1198,TA,5586,60,7,6,901,1920,79900,1,0,1,0,0,1
765,2,No,ALQ,Unf,1971,1365,TA,1920,24,5,5,765,1971,122500,1,1,1,1,1,0
926,3,No,Unf,Fin,1997,1604,TA,10839,100,5,6,926,1997,181000,1,0,1,1,0,1
630,1,Av,ALQ,None,1972,630,TA,1890,21,7,4,630,1972,81000,0,0,0,0,1,0
827,3,Av,GLQ,RFn,1996,1661,Gd,10667,43,6,7,799,1996,212000,1,0,1,1,1,0
734,2,No,Unf,Unf,1990,1118,TA,4400,40,8,6,648,1920,116000,0,0,0,1,0,1
904,2,No,Unf,Unf,1926,904,TA,6000,50,7,6,884,1926,119000,0,0,0,1,0,1
694,3,No,LwQ,Unf,1990,694,Gd,4280,40,6,5,440,1913,90350,0,0,0,1,1,1
684,3,Mn,Unf,Unf,2005,1196,Gd,12354,67,8,6,684,1920,110000,1,0,1,1,0,1
2402,2,Gd,GLQ,Fin,2008,2402,Ex,15431,105,5,10,3094,2008,555000,0,1,1,1,1,0
1440,4,No,ALQ,None,1955,1440,Fa,12108,92,4,4,1440,1955,118000,0,1,0,0,1,0
1128,3,No,Unf,Unf,1930,1573,TA,6240,52,7,5,1078,1930,162900,1,0,0,1,0,1
1258,2,Av,Unf,Fin,2007,1258,Gd,3922,53,5,7,1258,2006,172500,0,1,1,1,0,1
933,4,No,GLQ,Unf,1994,1908,Gd,8750,70,5,7,915,1994,210000,1,0,1,1,1,1
1689,3,No,Unf,Unf,1956,1689,TA,9855,73,5,6,1436,1956,127500,0,0,0,1,0,0
1888,2,No,Unf,Fin,1966,1888,Gd,16492,137,6,6,1517,1966,190000,0,0,0,1,1,1
956,4,No,Unf,Fin,1998,1886,Gd,11214,60,5,7,930,1998,199900,1,0,0,1,0,1
780,3,No,Unf,Unf,1937,1376,TA,8600,50,6,6,780,1937,119500,1,0,0,1,0,1
679,2,No,ALQ,Unf,1981,1183,TA,6000,50,7,3,649,1948,120000,1,0,1,1,1,1
813,2,No,Unf,Unf,1932,813,Gd,5684,70,8,6,813,1930,110000,0,0,1,1,0,1
1533,2,Gd,ALQ,Unf,1975,1533,Gd,70761,62,5,7,1533,1975,280000,0,0,1,1,1,0
888,3,No,ALQ,Fin,1996,1756,TA,9303,70,5,6,872,1996,204000,1,1,1,1,1,1
786,3,No,Unf,RFn,2008,1590,Gd,9000,75,5,8,768,2008,210000,0,0,1,1,0,0
1728,4,No,ALQ,Unf,1976,1728,TA,9297,63,5,5,1728,1976,188000,0,0,0,1,1,0
1242,3,No,ALQ,Unf,1973,1242,TA,9600,80,6,7,1242,1973,175500,0,1,0,1,1,0
624,4,No,Unf,Unf,1916,1344,TA,4571,34,5,5,624,1916,98000,1,0,0,1,0,1
1663,2,Gd,BLQ,Unf,1954,1663,Gd,53227,73,6,4,1364,1954,256000,0,0,1,1,1,1
833,3,No,Unf,Unf,1925,1666,Gd,5100,75,7,8,588,1925,161000,1,0,1,1,0,1
979,3,No,LwQ,Unf,1950,1203,Gd,7015,60,4,5,709,1950,110000,1,1,0,1,1,0
832,3,No,GLQ,Fin,2009,1935,TA,8004,75,5,8,832,2009,263435,1,1,1,1,1,0
575,3,No,ALQ,RFn,1971,1135,Gd,7200,60,9,7,560,1936,155000,1,0,0,1,1,1
864,3,No,Rec,Unf,1965,864,TA,8281,60,5,5,864,1965,62383,0,0,0,1,1,0
849,3,No,LwQ,Unf,1939,1660,TA,11988,74,7,6,715,1934,188700,1,0,0,1,1,1
1040,3,No,Rec,None,1978,1040,TA,8430,60,5,5,1040,1978,124000,0,1,0,0,1,0
1414,2,No,Unf,Fin,2004,1414,Gd,3072,66,5,7,1375,2004,178740,0,1,1,1,0,0
1277,2,Gd,GLQ,Unf,1970,1277,TA,10628,85,5,7,1277,1970,167000,0,0,0,1,1,0
888,3,No,LwQ,Unf,1942,1644,Gd,9480,79,7,5,728,1942,146500,0,1,0,1,1,1
1634,3,No,Unf,RFn,2006,1634,Gd,11428,98,5,8,1626,2006,250000,0,1,1,1,0,0
832,3,No,GLQ,RFn,1993,1710,Gd,9291,76,5,6,832,1993,187000,1,1,1,1,1,0
1502,1,Av,GLQ,RFn,1985,1502,Gd,6820,56,5,8,1488,1985,212000,0,0,1,1,1,0
1161,3,No,Unf,RFn,1977,1969,TA,11952,92,6,7,808,1977,190000,1,0,0,1,0,0
1072,2,Gd,None,RFn,2005,1072,TA,3675,35,5,6,547,2005,148000,0,1,1,1,1,0
1976,2,Gd,ALQ,RFn,2006,1976,Gd,14977,110,5,8,1976,2006,440000,0,1,1,1,1,1
1652,2,Av,GLQ,RFn,2000,1652,Ex,5330,41,5,8,1494,2000,251000,0,0,1,1,1,0
970,2,No,GLQ,Unf,1996,970,TA,8480,80,6,5,970,1963,132500,0,0,1,1,1,0
1493,3,Gd,GLQ,Fin,1997,1493,Gd,13125,75,5,6,1478,1997,208900,0,1,1,1,1,1
2069,3,Av,Unf,Fin,2006,2643,Ex,13693,105,5,9,2153,2006,380000,1,1,1,1,0,0
1718,3,Gd,GLQ,RFn,2007,1718,Gd,10637,79,5,8,1705,2007,297000,0,1,1,1,1,1
1131,2,No,Rec,Unf,1995,1131,TA,5925,50,7,4,907,1937,89471,0,1,1,1,1,1
1850,3,Gd,GLQ,Fin,2004,1850,Gd,16033,98,5,9,1833,2004,326000,0,1,1,1,1,1
1792,2,Gd,GLQ,Fin,2003,1792,Ex,11846,72,5,9,1792,2003,374000,0,1,1,1,1,1
916,4,No,ALQ,Unf,1915,1826,Ex,2500,50,8,7,910,1915,155000,0,0,0,1,1,1
1216,2,No,GLQ,Unf,1998,1216,TA,4500,32,5,6,1216,1998,164000,0,1,1,1,1,0
999,3,No,ALQ,Unf,1963,999,Gd,7758,65,7,5,999,1962,132500,0,0,1,1,1,1
1113,3,No,ALQ,Unf,1950,1113,Gd,9600,80,7,5,1113,1950,147000,0,0,1,1,1,1
1073,3,No,ALQ,RFn,1965,1073,TA,10289,79,7,5,1073,1965,156000,0,1,0,1,1,0
1484,3,Av,ALQ,Unf,1971,1484,TA,12243,70,6,5,1484,1971,175000,0,0,0,1,1,0
1766,3,No,BLQ,Unf,1970,2414,TA,10800,60,4,5,954,1900,160000,1,0,0,1,1,1
630,3,Av,GLQ,Unf,1970,630,Gd,1526,21,8,4,630,1970,86000,0,0,0,1,1,1
616,3,Mn,Unf,Fin,1976,1304,TA,2665,36,6,5,264,1976,115000,1,0,1,1,0,0
958,3,No,BLQ,Unf,1941,1578,Fa,9490,79,7,6,806,1941,133000,1,0,0,1,1,1
728,3,No,Unf,RFn,2006,1456,TA,15578,105,5,6,728,2006,172785,1,0,0,1,0,0
1269,3,No,BLQ,Unf,1964,1269,TA,7931,70,6,5,1269,1960,155000,0,0,0,1,1,0
886,2,No,Unf,Unf,1938,886,TA,5784,50,8,5,190,1938,91300,0,0,1,1,0,1
720,2,No,Rec,None,1920,720,TA,7879,60,5,4,720,1920,34900,0,0,1,0,1,1
3228,3,No,GLQ,RFn,1992,3228,Gd,12692,91,5,8,3200,1992,430000,0,0,1,1,1,1
1133,4,No,Rec,Unf,1925,1820,TA,9120,60,6,7,1026,1925,184000,1,0,1,1,1,1
899,3,No,ALQ,Fin,1967,899,Gd,7800,65,7,5,864,1967,130000,0,1,0,1,1,1
912,2,No,BLQ,Fin,1958,912,TA,7535,70,7,5,912,1958,120000,0,0,1,1,1,1
672,3,No,BLQ,Unf,1973,1218,TA,1890,21,5,6,672,1973,113000,1,1,1,1,1,0
866,3,No,GLQ,RFn,2005,1768,Gd,9803,75,5,7,866,2005,226700,1,0,1,1,1,0
1214,2,No,ALQ,Unf,1965,1214,TA,9170,70,7,5,1214,1965,140000,0,0,0,1,1,0
1801,1,No,ALQ,Fin,1959,1801,TA,15602,100,8,7,1501,1959,289000,0,0,1,1,1,1
855,3,No,ALQ,Unf,1974,1322,TA,2308,24,5,6,855,1974,147000,0,0,0,1,1,0
960,4,No,Unf,Unf,1952,1960,TA,7596,60,5,5,960,1952,124500,1,1,0,1,0,0
