BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,ModsMade,SalePriceBand
4.0,4,1,1,38.8587184554509,1,9084.0,60.0,0,5,755.0,108000,1,1,1,0,1,2
4.0,1,1,0,42.36744032862972,1,12150.0,81.0,0,1,1050.0,131500,1,0,1,0,0,2
3.0,3,4,3,35.9722114972099,1,10800.0,60.0,1,5,0.0,106250,1,1,0,1,1,1
2.0,0,0,2,45.65084884205331,2,14803.0,113.125,0,6,2078.0,385000,0,0,0,0,1,9
3.0,4,0,2,42.02380277890139,2,9187.0,85.0,0,0,1766.0,370878,0,0,0,0,0,9
4.0,2,1,2,51.82422213598579,2,13860.0,75.0,1,2,1952.0,345000,1,1,0,0,1,8
1.0,1,1,0,22.80350850198276,3,6324.0,60.0,2,5,520.0,68500,0,1,1,0,1,0
3.0,1,3,2,45.35416188179427,0,11500.0,86.0,1,3,1017.0,250000,1,1,1,0,1,5
3.0,0,1,1,41.15823125451335,0,10475.0,64.0,0,2,1694.0,245350,0,0,0,0,0,5
3.0,4,1,0,38.36665218650175,0,9600.0,60.0,3,1,702.0,125000,1,1,1,0,1,2
3.0,1,1,0,45.60701700396552,0,10918.0,53.0,5,3,1276.0,234000,1,1,1,0,1,5
3.0,1,3,1,38.79432948254165,1,9144.0,60.0,0,1,883.0,145000,1,1,1,0,1,3
3.0,1,0,0,39.824615503479755,1,17043.0,48.0,0,4,1362.0,181000,0,1,1,0,1,4
4.5,1,1,3,47.21228653645151,1,5520.0,92.0,2,4,755.0,104000,1,1,0,1,1,1
4.0,1,0,1,45.65084884205331,0,10142.0,76.0,0,3,956.0,233000,1,1,0,0,0,5
4.0,0,0,1,41.8568990729127,1,12134.0,113.125,1,2,559.0,164000,1,1,0,0,1,3
3.0,1,6,0,41.71330722922842,1,13125.0,75.0,2,3,800.0,219500,1,1,1,0,1,5
3.0,1,1,1,44.13615298142782,0,12393.0,41.0,0,3,847.0,195000,1,1,0,0,1,4
3.0,1,3,0,36.55133376499413,1,11040.0,60.0,2,5,637.0,108000,1,1,0,0,1,2
3.0,1,2,0,29.899832775452108,1,9800.0,70.0,1,1,894.0,149900,0,1,1,0,0,3
3.0,0,0,2,44.49719092257398,2,16737.0,113.125,0,0,1980.0,315000,0,0,0,0,1,7
3.0,1,6,0,38.65229618017538,0,7500.0,82.0,1,4,771.0,177500,1,1,1,0,1,3
3.0,1,6,0,39.4715087119811,1,10930.0,60.0,2,1,913.0,140000,0,1,1,0,1,2
2.0,0,1,1,35.9722114972099,0,6762.0,64.0,0,3,1286.0,193879,0,1,0,0,0,4
4.0,1,5,0,46.216880033165374,1,10680.0,89.0,4,1,2136.0,137900,0,0,0,0,0,2
3.0,1,6,0,34.899856733230294,1,1680.0,28.125,1,4,672.0,118000,1,0,0,0,0,2
1.0,2,0,2,41.46082488325576,0,10846.0,32.0,0,2,1719.0,324000,0,1,0,0,0,8
2.0,2,0,2,49.01020301937138,2,15431.0,105.0,0,6,2202.875,555000,0,0,0,0,0,14
4.5,1,3,0,50.25932749251625,0,8520.0,60.0,1,4,714.0,136000,1,1,0,0,1,2
2.0,1,5,0,26.60826939130014,3,5330.0,50.0,1,5,420.0,82500,0,1,1,1,1,1
3.0,1,1,0,33.331666624997915,3,7200.0,60.0,1,1,530.0,101000,1,1,1,0,1,1
