1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1766,540,3,2,1121,6,645,478,3,2009,1766,4,9187,85,162,130,5,9,1766,2009,2009,370878
2000,704,4,4,1410,5,542,538,3,1972,2704,4,13860,75,112,111,7,8,1952,1972,1995,345000
520,441,1,1,625,1,520,240,1,1920,520,1,6324,60,158,54,6,4,520,1927,2000,68500
1020,1037,3,1,223,3,794,180,3,1936,2057,3,11500,86,673,25,7,7,1017,1936,1987,250000
1694,702,3,3,633,1,1694,776,2,2008,1694,3,10475,64,72,33,5,8,1694,2008,2008,245350
842,630,3,2,551,1,702,250,1,1925,1472,3,9600,60,491,26,8,5,702,1925,1994,125000
1276,804,3,1,392,1,1276,282,1,1926,2080,3,10918,53,360,57,9,7,1276,1926,2004,234000
988,517,3,1,399,3,484,240,2,1940,1505,2,9144,53,100,85,5,5,883,1940,1982,145000
1586,739,3,1,565,3,1362,435,1,1979,1586,2,17043,48,366,48,5,6,1362,1979,1998,181000
929,929,5,1,841,1,755,400,0,1912,2229,2,5520,92,600,198,6,6,755,1912,1996,104000
956,1128,4,1,656,6,300,618,2,2004,2084,3,10142,76,210,45,5,7,956,2004,2004,233000
1080,672,4,3,427,6,132,492,2,1988,1752,2,12134,152,94,12,7,8,559,1988,2005,164000
960,780,3,1,410,4,390,240,1,1940,1740,2,13125,75,203,75,6,7,800,1940,1984,219500
847,1101,4,1,655,1,847,434,1,2004,1948,3,12393,41,290,48,5,7,847,2004,2005,195000
897,439,3,1,637,3,343,570,1,1994,1336,2,11040,60,119,47,6,4,637,1920,1980,108000
894,649,3,1,894,5,142,552,1,1975,894,2,9800,70,116,25,7,5,894,1972,1972,149900
1980,448,3,3,1447,6,533,770,3,2004,1980,4,16737,129,66,45,5,9,1980,2004,2005,315000
753,741,3,1,547,4,224,213,1,1942,1494,3,7500,57,210,21,7,6,771,1942,1997,177500
1048,975,3,1,580,4,333,288,1,1962,1558,2,10930,60,16,60,6,5,913,1945,2008,140000
1294,888,2,3,655,1,1286,662,2,2006,1294,3,6762,64,196,55,5,7,1286,2006,2006,193879
2136,702,4,1,756,2,1380,528,1,1951,2136,2,10680,89,44,30,3,5,2136,1951,1951,137900
672,546,2,1,317,4,355,264,1,1972,1218,2,1680,21,281,28,7,6,672,1972,1972,118000
1719,748,1,4,1619,6,100,473,3,1993,1719,3,10846,32,1047,30,5,8,1719,1993,1993,324000
2402,858,2,4,1767,6,788,672,3,2008,2402,4,15431,105,200,72,5,10,3094,2008,2008,555000
1664,862,5,1,168,3,280,216,1,1916,2526,3,8520,60,660,15,7,6,714,1916,1971,136000
708,348,2,1,280,2,140,456,2,1940,708,1,5330,50,562,146,7,4,420,1940,2006,82500
581,530,3,1,986,1,530,288,1,1935,1111,1,7200,60,362,88,7,5,530,1920,1996,101000
